origin,dest,year,month,carrier,passengers,seats,departures_performed,distance_miles
DEN,RDU,2025,9,UA,26075,29559,177,1433.2
DEN,RDU,2025,10,UA,29500,31185,189,1433.2
DEN,RDU,2025,11,UA,23556,27384,168,1433.2
DEN,RDU,2025,12,UA,27642,33489,183,1433.2
DEN,RDU,2026,1,UA,25448,28336,161,1433.2
DEN,RDU,2026,2,UA,21856,27018,171,1433.2
DEN,RDU,2026,3,UA,26795,30975,175,1433.2
DEN,RDU,2026,4,UA,23579,28026,173,1433.2
DEN,RDU,2026,5,UA,25396,29704,158,1433.2
DEN,SEA,2024,6,AA,13211,16060,110,1022.3
DEN,SEA,2024,7,AA,13456,16950,113,1022.3
DEN,SEA,2024,8,AA,11901,14964,116,1022.3
DEN,SEA,2024,9,AA,12130,15070,110,1022.3
DEN,SEA,2024,10,AA,14271,16995,103,1022.3
DEN,SEA,2024,11,AA,11799,14742,91,1022.3
DEN,SEA,2024,12,AA,10672,12375,99,1022.3
DEN,SEA,2025,1,AA,14328,16275,105,1022.3
DEN,SEA,2025,2,AA,14732,17550,117,1022.3
DEN,SEA,2025,3,AA,15285,18204,111,1022.3
DEN,SEA,2025,4,AA,15967,18762,118,1022.3
DEN,SEA,2025,5,AA,12278,16564,101,1022.3
DEN,SEA,2025,6,AA,13368,17632,116,1022.3
DEN,SEA,2025,7,AA,9457,13184,103,1022.3
DEN,SEA,2025,8,AA,11986,13400,100,1022.3
DEN,SEA,2025,9,AA,14041,16218,102,1022.3
DEN,SEA,2025,10,AA,10642,13959,99,1022.3
DEN,SEA,2025,11,AA,12971,15554,101,1022.3
DEN,SEA,2025,12,AA,15231,17808,106,1022.3
DEN,SEA,2026,1,AA,14728,15345,99,1022.3
DEN,SEA,2026,2,AA,10061,13320,111,1022.3
DEN,SEA,2026,3,AA,13077,16445,115,1022.3
DEN,SEA,2026,4,AA,12854,16060,110,1022.3
DEN,SEA,2026,5,AA,12796,16983,111,1022.3
DEN,SFO,2024,6,B6,10113,12616,83,964.8
DEN,SFO,2024,7,B6,8946,10412,76,964.8
DEN,SFO,2024,8,B6,12659,13612,82,964.8
DEN,SFO,2024,9,B6,8755,11550,75,964.8
DEN,SFO,2024,10,B6,8219,9450,75,964.8
DEN,SFO,2024,11,B6,11980,14359,83,964.8
DEN,SFO,2024,12,B6,12071,14442,83,964.8
DEN,SFO,2025,1,B6,10848,13475,77,964.8
DEN,SFO,2025,2,B6,10113,11840,80,964.8
DEN,SFO,2025,3,B6,10447,12376,91,964.8
DEN,SFO,2025,4,B6,10510,12800,80,964.8
DEN,SFO,2025,5,B6,8302,9720,81,964.8
DEN,SFO,2025,6,B6,11588,13600,80,964.8
DEN,SFO,2025,7,B6,8766,10126,83,964.8
DEN,SFO,2025,8,B6,10047,11680,80,964.8
DEN,SFO,2025,9,B6,10628,12367,83,964.8
DEN,SFO,2025,10,B6,9613,11985,85,964.8
DEN,SFO,2025,11,B6,9360,10480,80,964.8
DEN,SFO,2025,12,B6,9320,13244,77,964.8
DEN,SFO,2026,1,B6,11197,14705,85,964.8
DEN,SFO,2026,2,B6,11644,13104,78,964.8
DEN,SFO,2026,3,B6,11562,11920,80,964.8
DEN,SFO,2026,4,B6,8633,10043,83,964.8
DEN,SFO,2026,5,B6,8904,11122,83,964.8
DEN,SLC,2024,6,AS,3058,4087,67,390.1
DEN,SLC,2024,7,AS,3512,4216,62,390.1
DEN,SLC,2024,8,AS,4142,4900,70,390.1
DEN,SLC,2024,9,AS,3754,4736,64,390.1
DEN,SLC,2024,10,AS,3287,4030,65,390.1
DEN,SLC,2024,11,AS,2996,3795,69,390.1
DEN,SLC,2024,12,AS,3602,4556,68,390.1
DEN,SLC,2025,1,AS,2669,3540,59,390.1
DEN,SLC,2025,2,AS,4016,5040,70,390.1
DEN,SLC,2025,3,AS,3443,4380,60,390.1
DEN,SLC,2025,4,AS,2541,3276,63,390.1
DEN,SLC,2025,5,AS,3288,4686,66,390.1
DEN,SLC,2025,6,AS,3306,3969,63,390.1
DEN,SLC,2025,7,AS,3159,3906,63,390.1
DEN,SLC,2025,8,AS,3316,3776,59,390.1
DEN,SLC,2025,9,AS,3931,4636,61,390.1
DEN,SLC,2025,10,AS,3541,3968,62,390.1
DEN,SLC,2025,11,AS,3073,3712,64,390.1
DEN,SLC,2025,12,AS,3389,4095,65,390.1
DEN,SLC,2026,1,AS,2777,3782,62,390.1
DEN,SLC,2026,2,AS,3277,4422,66,390.1
DEN,SLC,2026,3,AS,3732,4176,72,390.1
DEN,SLC,2026,4,AS,3362,3965,65,390.1
DEN,SLC,2026,5,AS,3787,4275,57,390.1
DEN,TPA,2024,6,UA,20074,25258,146,1505.3
DEN,TPA,2024,7,UA,20718,24613,151,1505.3
DEN,TPA,2024,8,UA,16108,21942,138,1505.3
DEN,TPA,2024,9,UA,19440,24080,140,1505.3
DEN,TPA,2024,10,UA,19321,25840,136,1505.3
DEN,TPA,2024,11,UA,21381,24080,140,1505.3
DEN,TPA,2024,12,UA,17566,20502,134,1505.3
DEN,TPA,2025,1,UA,22537,25597,143,1505.3
DEN,TPA,2025,2,UA,20413,26312,143,1505.3
DEN,TPA,2025,3,UA,22730,26671,149,1505.3
DEN,TPA,2025,4,UA,17858,21593,143,1505.3
DEN,TPA,2025,5,UA,22548,24288,138,1505.3
DEN,TPA,2025,6,UA,22277,25134,142,1505.3
DEN,TPA,2025,7,UA,15016,19782,126,1505.3
DEN,TPA,2025,8,UA,18972,23542,149,1505.3
DEN,TPA,2025,9,UA,26881,28086,151,1505.3
DEN,TPA,2025,10,UA,20783,26642,154,1505.3
DEN,TPA,2025,11,UA,19571,24450,150,1505.3
DEN,TPA,2025,12,UA,23735,26313,147,1505.3
DEN,TPA,2026,1,UA,19995,23674,133,1505.3
DEN,TPA,2026,2,UA,18844,22140,135,1505.3
DEN,TPA,2026,3,UA,19309,22960,140,1505.3
DEN,TPA,2026,4,UA,21469,24660,137,1505.3
DEN,TPA,2026,5,UA,17240,22331,137,1505.3
DEN,WST,2024,6,AA,17522,23842,131,1717.0
DEN,WST,2024,7,AA,18597,24021,153,1717.0
DEN,WST,2024,8,AA,26410,28640,160,1717.0
DEN,WST,2024,9,AA,19053,24585,149,1717.0
DEN,WST,2024,10,AA,24723,27125,155,1717.0
DEN,WST,2024,11,AA,17773,22440,136,1717.0
DEN,WST,2024,12,AA,20463,23236,148,1717.0
DEN,WST,2025,1,AA,23459,25418,142,1717.0
DEN,WST,2025,2,AA,21054,25479,149,1717.0
DEN,WST,2025,3,AA,16443,22605,137,1717.0
DEN,WST,2025,4,AA,20411,24072,136,1717.0
DEN,WST,2025,5,AA,23992,24734,149,1717.0
DEN,WST,2025,6,AA,21182,25116,156,1717.0
DEN,WST,2025,7,AA,19875,24759,131,1717.0
DEN,WST,2025,8,AA,19686,22540,140,1717.0
DEN,WST,2025,9,AA,26074,27888,166,1717.0
DEN,WST,2025,10,AA,22740,27874,154,1717.0
DEN,WST,2025,11,AA,20561,27208,152,1717.0
DEN,WST,2025,12,AA,21645,26412,142,1717.0
DEN,WST,2026,1,AA,23054,27768,156,1717.0
DEN,WST,2026,2,AA,16439,22648,149,1717.0
DEN,WST,2026,3,AA,19460,24940,145,1717.0
DEN,WST,2026,4,AA,20300,27225,165,1717.0
DEN,WST,2026,5,AA,24134,26410,139,1717.0
DFW,ATL,2024,6,AS,14110,17125,125,729.8
DFW,ATL,2024,7,AS,13800,17236,139,729.8
DFW,ATL,2024,8,AS,18995,21646,137,729.8
DFW,ATL,2024,9,AS,13000,14762,122,729.8
DFW,ATL,2024,10,AS,12319,17286,129,729.8
DFW,ATL,2024,11,AS,19004,19625,125,729.8
DFW,ATL,2024,12,AS,18595,21888,128,729.8
DFW,ATL,2025,1,AS,13617,17936,118,729.8
DFW,ATL,2025,2,AS,11553,16170,110,729.8
DFW,ATL,2025,3,AS,12883,15375,125,729.8
DFW,ATL,2025,4,AS,16957,21082,127,729.8
DFW,ATL,2025,5,AS,15696,19360,121,729.8
DFW,ATL,2025,6,AS,19995,21760,128,729.8
DFW,ATL,2025,7,AS,13028,15480,129,729.8
DFW,ATL,2025,8,AS,14096,17152,128,729.8
DFW,ATL,2025,9,AS,15425,18921,119,729.8
DFW,ATL,2025,10,AS,15408,17936,118,729.8
DFW,ATL,2025,11,AS,13687,16768,128,729.8
DFW,ATL,2025,12,AS,13203,18348,139,729.8
DFW,ATL,2026,1,AS,14356,18271,121,729.8
DFW,ATL,2026,2,AS,15181,17514,126,729.8
DFW,ATL,2026,3,AS,19529,21190,130,729.8
DFW,ATL,2026,4,AS,12133,16226,133,729.8
DFW,ATL,2026,5,AS,19558,21376,128,729.8
DFW,AUS,2024,6,AA,5064,6231,93,190.1
DFW,AUS,2024,7,AA,3472,4959,87,190.1
DFW,AUS,2024,8,AA,5094,6468,98,190.1
DFW,AUS,2024,9,AA,4475,6016,94,190.1
DFW,AUS,2024,10,AA,4442,5358,94,190.1
DFW,AUS,2024,11,AA,4304,5336,92,190.1
DFW,AUS,2024,12,AA,4943,5564,107,190.1
DFW,AUS,2025,1,AA,4028,5472,96,190.1
DFW,AUS,2025,2,AA,5400,6750,90,190.1
DFW,AUS,2025,3,AA,5033,6270,95,190.1
DFW,AUS,2025,4,AA,5790,6580,94,190.1
DFW,AUS,2025,5,AA,3802,4316,83,190.1
DFW,AUS,2025,6,AA,6321,7980,105,190.1
DFW,AUS,2025,7,AA,5680,6336,96,190.1
DFW,AUS,2025,8,AA,3929,5408,104,190.1
DFW,AUS,2025,9,AA,5194,6138,99,190.1
DFW,AUS,2025,10,AA,5003,6402,97,190.1
DFW,AUS,2025,11,AA,5410,6643,91,190.1
DFW,AUS,2025,12,AA,4993,6992,92,190.1
DFW,AUS,2026,1,AA,5840,6486,94,190.1
DFW,AUS,2026,2,AA,4955,6045,93,190.1
DFW,AUS,2026,3,AA,5720,6656,104,190.1
DFW,AUS,2026,4,AA,5543,6834,102,190.1
DFW,AUS,2026,5,AA,3758,4664,88,190.1
DFW,BDL,2024,6,DL,12066,15170,82,1468.2
DFW,BDL,2024,7,DL,13159,14608,83,1468.2
DFW,BDL,2024,8,DL,13072,16744,92,1468.2
DFW,BDL,2024,9,DL,14323,16262,94,1468.2
DFW,BDL,2024,10,DL,12833,14520,88,1468.2
DFW,BDL,2024,11,DL,14594,17836,98,1468.2
DFW,BDL,2024,12,DL,12302,13464,88,1468.2
DFW,BDL,2025,1,DL,11810,15925,91,1468.2
DFW,BDL,2025,2,DL,13511,16830,90,1468.2
DFW,BDL,2025,3,DL,10560,14080,88,1468.2
DFW,BDL,2025,4,DL,12505,15456,92,1468.2
DFW,BDL,2025,5,DL,12504,14996,92,1468.2
DFW,BDL,2025,6,DL,14708,17888,104,1468.2
DFW,BDL,2025,7,DL,12218,13439,89,1468.2
DFW,BDL,2025,8,DL,13063,15717,93,1468.2
DFW,BDL,2025,9,DL,10429,14181,87,1468.2
DFW,BDL,2025,10,DL,11174,13984,92,1468.2
DFW,BDL,2025,11,DL,14096,15732,92,1468.2
DFW,BDL,2025,12,DL,13117,14080,88,1468.2
DFW,BDL,2026,1,DL,10761,13760,86,1468.2
DFW,BDL,2026,2,DL,12019,14415,93,1468.2
DFW,BDL,2026,3,DL,11949,15030,90,1468.2
DFW,BDL,2026,4,DL,12265,15486,89,1468.2
DFW,BDL,2026,5,DL,12829,15738,86,1468.2
DFW,BWI,2024,6,UA,16165,19500,130,1214.7
DFW,BWI,2024,7,UA,16185,21560,140,1214.7
DFW,BWI,2024,8,UA,17783,21267,139,1214.7
DFW,BWI,2024,9,UA,20520,25024,136,1214.7
DFW,BWI,2024,10,UA,22620,26085,141,1214.7
DFW,BWI,2024,11,UA,17856,20824,137,1214.7
DFW,BWI,2024,12,UA,22516,25986,142,1214.7
DFW,BWI,2025,1,UA,14464,22110,134,1214.7
DFW,BWI,2025,2,UA,19708,21414,129,1214.7
DFW,BWI,2025,3,UA,16063,21352,136,1214.7
DFW,BWI,2025,4,UA,17313,22494,138,1214.7
DFW,BWI,2025,5,UA,18350,25239,141,1214.7
DFW,BWI,2025,6,UA,19779,23460,138,1214.7
DFW,BWI,2025,7,UA,18599,23100,132,1214.7
DFW,BWI,2025,8,UA,21479,25702,142,1214.7
DFW,BWI,2025,9,UA,20639,23760,144,1214.7
DFW,BWI,2025,10,UA,20639,24881,139,1214.7
DFW,BWI,2025,11,UA,15204,20850,139,1214.7
DFW,BWI,2025,12,UA,16568,20636,134,1214.7
DFW,BWI,2026,1,UA,16540,24505,145,1214.7
DFW,BWI,2026,2,UA,16994,22168,136,1214.7
DFW,BWI,2026,3,UA,19957,22836,132,1214.7
DFW,BWI,2026,4,UA,16137,20961,137,1214.7
DFW,BWI,2026,5,UA,17398,20824,137,1214.7
DFW,DEN,2024,6,B6,13796,16472,116,641.3
DFW,DEN,2024,7,B6,18705,20881,133,641.3
DFW,DEN,2024,8,B6,16183,18161,127,641.3
DFW,DEN,2024,9,B6,13846,17690,122,641.3
DFW,DEN,2024,10,B6,13457,18876,121,641.3
DFW,DEN,2024,11,B6,18616,21912,132,641.3
DFW,DEN,2024,12,B6,15916,18306,113,641.3
DFW,DEN,2025,1,B6,18861,20250,125,641.3
DFW,DEN,2025,2,B6,13503,15744,128,641.3
DFW,DEN,2025,3,B6,14093,18120,120,641.3
DFW,DEN,2025,4,B6,17527,23046,138,641.3
DFW,DEN,2025,5,B6,16446,19557,123,641.3
DFW,DEN,2025,6,B6,11484,14803,113,641.3
DFW,DEN,2025,7,B6,13231,17160,130,641.3
DFW,DEN,2025,8,B6,16553,20212,124,641.3
DFW,DEN,2025,9,B6,11828,15065,115,641.3
DFW,DEN,2025,10,B6,12303,15972,132,641.3
DFW,DEN,2025,11,B6,11617,15008,112,641.3
DFW,DEN,2025,12,B6,12809,15196,116,641.3
DFW,DEN,2026,1,B6,12574,16159,113,641.3
DFW,DEN,2026,2,B6,14482,20708,124,641.3
DFW,DEN,2026,3,B6,13057,15730,130,641.3
DFW,DEN,2026,4,B6,16179,18081,123,641.3
DFW,DEN,2026,5,B6,15480,18894,134,641.3
DFW,EWR,2024,6,UA,26380,32110,190,1369.9
DFW,EWR,2024,7,UA,19379,24024,156,1369.9
DFW,EWR,2024,8,UA,27900,31806,186,1369.9
DFW,EWR,2024,9,UA,19558,25281,159,1369.9
DFW,EWR,2024,10,UA,20842,26702,169,1369.9
DFW,EWR,2024,11,UA,26235,31229,167,1369.9
DFW,EWR,2024,12,UA,21280,28728,171,1369.9
DFW,EWR,2025,1,UA,26337,32005,173,1369.9
DFW,EWR,2025,2,UA,27232,30758,169,1369.9
DFW,EWR,2025,3,UA,25194,29750,170,1369.9
DFW,EWR,2025,4,UA,26413,30481,163,1369.9
DFW,EWR,2025,5,UA,22775,28392,182,1369.9
DFW,EWR,2025,6,UA,28045,35640,198,1369.9
DFW,EWR,2025,7,UA,24392,31374,166,1369.9
DFW,EWR,2025,8,UA,21560,25896,156,1369.9
DFW,EWR,2025,9,UA,24398,30780,190,1369.9
DFW,EWR,2025,10,UA,20954,26076,164,1369.9
DFW,EWR,2025,11,UA,26794,29058,167,1369.9
DFW,EWR,2025,12,UA,26568,29684,181,1369.9
DFW,EWR,2026,1,UA,26214,27874,181,1369.9
DFW,EWR,2026,2,UA,26512,33264,176,1369.9
DFW,EWR,2026,3,UA,26015,31977,171,1369.9
DFW,EWR,2026,4,UA,18593,24900,166,1369.9
DFW,EWR,2026,5,UA,21911,29580,174,1369.9
DFW,HNL,2024,6,AA,39620,45314,163,3778.7
DFW,HNL,2024,7,AA,46789,55583,163,3778.7
DFW,HNL,2024,8,AA,31446,42752,167,3778.7
DFW,HNL,2024,9,AA,40284,45584,154,3778.7
DFW,HNL,2024,10,AA,40100,51102,153,3778.7
DFW,HNL,2024,11,AA,49409,54108,162,3778.7
DFW,HNL,2024,12,AA,33825,43790,151,3778.7
DFW,HNL,2025,1,AA,44716,56615,169,3778.7
DFW,HNL,2025,2,AA,31885,41750,167,3778.7
DFW,HNL,2025,3,AA,43788,50375,155,3778.7
DFW,HNL,2025,4,AA,37231,47874,158,3778.7
DFW,HNL,2025,5,AA,37945,50808,174,3778.7
DFW,HNL,2025,6,AA,30032,38160,159,3778.7
DFW,HNL,2025,7,AA,32269,43296,176,3778.7
DFW,HNL,2025,8,AA,36053,53664,172,3778.7
DFW,HNL,2025,9,AA,44472,56564,179,3778.7
DFW,HNL,2025,10,AA,28719,38718,162,3778.7
DFW,HNL,2025,11,AA,36623,45276,147,3778.7
DFW,HNL,2025,12,AA,28638,34286,158,3778.7
DFW,HNL,2026,1,AA,36162,43824,166,3778.7
DFW,HNL,2026,2,AA,35769,51948,156,3778.7
DFW,HNL,2026,3,AA,38921,48655,185,3778.7
DFW,HNL,2026,4,AA,45343,51984,171,3778.7
DFW,HNL,2026,5,AA,29659,36520,166,3778.7
DFW,IAH,2024,6,B6,2647,4030,65,224.7
DFW,IAH,2024,7,B6,2903,3510,65,224.7
DFW,IAH,2024,8,B6,2580,3599,59,224.7
DFW,IAH,2024,9,B6,2598,3658,62,224.7
DFW,IAH,2024,10,B6,3162,4092,66,224.7
DFW,IAH,2024,11,B6,3399,4160,64,224.7
DFW,IAH,2024,12,B6,3698,4800,64,224.7
DFW,IAH,2025,1,B6,3801,4900,70,224.7
DFW,IAH,2025,2,B6,2704,3162,62,224.7
DFW,IAH,2025,3,B6,2823,3360,60,224.7
DFW,IAH,2025,4,B6,3144,3584,56,224.7
DFW,IAH,2025,5,B6,3299,4588,62,224.7
DFW,IAH,2025,6,B6,2621,3498,66,224.7
DFW,IAH,2025,7,B6,2791,3315,65,224.7
DFW,IAH,2025,8,B6,3708,4788,63,224.7
DFW,IAH,2025,9,B6,3722,4680,65,224.7
DFW,IAH,2025,10,B6,2587,3363,59,224.7
DFW,IAH,2025,11,B6,3543,4422,66,224.7
DFW,IAH,2025,12,B6,3111,3965,61,224.7
DFW,IAH,2026,1,B6,3689,4556,67,224.7
DFW,IAH,2026,2,B6,4759,5100,68,224.7
DFW,IAH,2026,3,B6,3417,4290,65,224.7
DFW,IAH,2026,4,B6,3546,4550,65,224.7
DFW,IAH,2026,5,B6,3451,3740,68,224.7
DFW,JFK,2024,6,AA,24144,27302,146,1388.7
DFW,JFK,2024,7,AA,20395,24633,161,1388.7
DFW,JFK,2024,8,AA,21613,26404,161,1388.7
DFW,JFK,2024,9,AA,16255,22594,143,1388.7
DFW,JFK,2024,10,AA,21639,25600,160,1388.7
DFW,JFK,2024,11,AA,20008,24450,163,1388.7
DFW,JFK,2024,12,AA,20851,27565,149,1388.7
DFW,JFK,2025,1,AA,22856,28175,161,1388.7
DFW,JFK,2025,2,AA,20615,25308,148,1388.7
DFW,JFK,2025,3,AA,26746,28938,159,1388.7
DFW,JFK,2025,4,AA,18749,24648,156,1388.7
DFW,JFK,2025,5,AA,18301,22200,148,1388.7
DFW,JFK,2025,6,AA,20533,26250,150,1388.7
DFW,JFK,2025,7,AA,24615,28388,151,1388.7
DFW,JFK,2025,8,AA,23627,27612,156,1388.7
DFW,JFK,2025,9,AA,24083,28336,161,1388.7
DFW,JFK,2025,10,AA,25615,29328,156,1388.7
DFW,JFK,2025,11,AA,17364,21560,140,1388.7
DFW,JFK,2025,12,AA,20689,24648,156,1388.7
DFW,JFK,2026,1,AA,20906,26026,154,1388.7
DFW,JFK,2026,2,AA,23513,25122,159,1388.7
DFW,JFK,2026,3,AA,19870,26228,166,1388.7
DFW,JFK,2026,4,AA,18333,23707,157,1388.7
DFW,JFK,2026,5,AA,21479,28208,172,1388.7
DFW,LAS,2024,6,UA,20650,22098,174,1053.1
DFW,LAS,2024,7,UA,23072,25896,166,1053.1
DFW,LAS,2024,8,UA,24447,29070,190,1053.1
DFW,LAS,2024,9,UA,24320,30268,188,1053.1
DFW,LAS,2024,10,UA,19469,23625,175,1053.1
DFW,LAS,2024,11,UA,23958,30275,173,1053.1
DFW,LAS,2024,12,UA,26348,30012,183,1053.1
DFW,LAS,2025,1,UA,21896,29032,191,1053.1
DFW,LAS,2025,2,UA,22805,27318,174,1053.1
DFW,LAS,2025,3,UA,27891,30090,177,1053.1
DFW,LAS,2025,4,UA,21160,27448,188,1053.1
DFW,LAS,2025,5,UA,20376,25050,167,1053.1
DFW,LAS,2025,6,UA,16468,22168,163,1053.1
DFW,LAS,2025,7,UA,17447,23667,161,1053.1
DFW,LAS,2025,8,UA,18470,22352,176,1053.1
DFW,LAS,2025,9,UA,20631,27416,184,1053.1
DFW,LAS,2025,10,UA,19944,25900,175,1053.1
DFW,LAS,2025,11,UA,20203,22100,170,1053.1
DFW,LAS,2025,12,UA,17531,22176,176,1053.1
DFW,LAS,2026,1,UA,19017,26075,175,1053.1
DFW,LAS,2026,2,UA,15621,21204,171,1053.1
DFW,LAS,2026,3,UA,19879,24282,171,1053.1
DFW,LAS,2026,4,UA,19396,23895,177,1053.1
DFW,LAS,2026,5,UA,22741,25296,186,1053.1
DFW,LEB,2024,6,AA,12633,15106,91,1524.5
DFW,LEB,2024,7,AA,12752,17860,95,1524.5
DFW,LEB,2024,8,AA,10608,14130,90,1524.5
DFW,LEB,2024,9,AA,11658,12825,75,1524.5
DFW,LEB,2024,10,AA,13605,14744,97,1524.5
DFW,LEB,2024,11,AA,10598,14964,86,1524.5
DFW,LEB,2024,12,AA,14126,16192,88,1524.5
DFW,LEB,2025,1,AA,11747,13776,84,1524.5
DFW,LEB,2025,2,AA,12382,14240,80,1524.5
DFW,LEB,2025,3,AA,9804,10944,72,1524.5
DFW,LEB,2025,4,AA,12097,15824,86,1524.5
DFW,LEB,2025,5,AA,13798,16095,87,1524.5
DFW,LEB,2025,6,AA,9958,12062,74,1524.5
DFW,LEB,2025,7,AA,10720,11781,77,1524.5
DFW,LEB,2025,8,AA,10999,14040,78,1524.5
DFW,LEB,2025,9,AA,12871,14256,88,1524.5
DFW,LEB,2025,10,AA,11892,14432,88,1524.5
DFW,LEB,2025,11,AA,10706,13200,80,1524.5
DFW,LEB,2025,12,AA,11984,14742,81,1524.5
DFW,LEB,2026,1,AA,12684,15189,83,1524.5
DFW,LEB,2026,2,AA,12121,13944,84,1524.5
DFW,LEB,2026,3,AA,13741,15438,93,1524.5
DFW,LEB,2026,4,AA,11084,12880,80,1524.5
DFW,LEB,2026,5,AA,10919,15120,80,1524.5
DFW,MDW,2024,6,WN,8824,9779,77,797.3
DFW,MDW,2024,7,WN,8757,11340,81,797.3
DFW,MDW,2024,8,WN,8781,10824,88,797.3
DFW,MDW,2024,9,WN,10811,12450,83,797.3
DFW,MDW,2024,10,WN,7775,9301,71,797.3
DFW,MDW,2024,11,WN,10562,12000,75,797.3
DFW,MDW,2024,12,WN,8897,10275,75,797.3
DFW,MDW,2025,1,WN,7751,9636,73,797.3
DFW,MDW,2025,2,WN,11531,13280,83,797.3
DFW,MDW,2025,3,WN,11388,13416,78,797.3
DFW,MDW,2025,4,WN,8827,9867,69,797.3
DFW,MDW,2025,5,WN,8897,11475,75,797.3
DFW,MDW,2025,6,WN,8584,11610,86,797.3
DFW,MDW,2025,7,WN,8774,12474,77,797.3
DFW,MDW,2025,8,WN,9393,11234,82,797.3
DFW,MDW,2025,9,WN,8453,9720,81,797.3
DFW,MDW,2025,10,WN,7200,9928,73,797.3
DFW,MDW,2025,11,WN,7814,10112,79,797.3
DFW,MDW,2025,12,WN,9288,11745,81,797.3
DFW,MDW,2026,1,WN,8753,10530,81,797.3
DFW,MDW,2026,2,WN,11551,13041,81,797.3
DFW,MDW,2026,3,WN,10788,12702,73,797.3
DFW,MDW,2026,4,WN,8959,11152,82,797.3
DFW,MDW,2026,5,WN,12033,13944,83,797.3
DFW,MHT,2024,6,AA,15775,20083,133,1549.9
DFW,MHT,2024,7,AA,21850,25159,139,1549.9
DFW,MHT,2024,8,AA,19931,22984,136,1549.9
DFW,MHT,2024,9,AA,23551,27550,145,1549.9
DFW,MHT,2024,10,AA,19096,20706,119,1549.9
DFW,MHT,2024,11,AA,18975,22650,151,1549.9
DFW,MHT,2024,12,AA,22963,27000,150,1549.9
DFW,MHT,2025,1,AA,21519,26040,140,1549.9
DFW,MHT,2025,2,AA,18780,23598,138,1549.9
DFW,MHT,2025,3,AA,21571,27968,152,1549.9
DFW,MHT,2025,4,AA,21270,29260,154,1549.9
DFW,MHT,2025,5,AA,22167,24948,154,1549.9
DFW,MHT,2025,6,AA,23322,25986,142,1549.9
DFW,MHT,2025,7,AA,21185,27081,153,1549.9
DFW,MHT,2025,8,AA,19182,23430,142,1549.9
DFW,MHT,2025,9,AA,21318,22896,144,1549.9
DFW,MHT,2025,10,AA,19252,24016,158,1549.9
DFW,MHT,2025,11,AA,18471,24600,150,1549.9
DFW,MHT,2025,12,AA,22381,26884,143,1549.9
DFW,MHT,2026,1,AA,18146,26425,151,1549.9
DFW,MHT,2026,2,AA,22507,24450,150,1549.9
DFW,MHT,2026,3,AA,21213,26600,140,1549.9
DFW,MHT,2026,4,AA,18378,21736,143,1549.9
DFW,MHT,2026,5,AA,19780,23384,148,1549.9
DFW,MSY,2024,6,B6,10022,10332,84,446.7
DFW,MSY,2024,7,B6,9841,10868,76,446.7
DFW,MSY,2024,8,B6,8068,10220,70,446.7
DFW,MSY,2024,9,B6,11138,12054,82,446.7
DFW,MSY,2024,10,B6,10415,12012,77,446.7
DFW,MSY,2024,11,B6,11199,13833,87,446.7
DFW,MSY,2024,12,B6,8476,11100,75,446.7
DFW,MSY,2025,1,B6,12623,14013,81,446.7
DFW,MSY,2025,2,B6,9717,12719,79,446.7
DFW,MSY,2025,3,B6,9425,12835,85,446.7
DFW,MSY,2025,4,B6,10151,12600,72,446.7
DFW,MSY,2025,5,B6,10395,13600,80,446.7
DFW,MSY,2025,6,B6,10027,12062,74,446.7
DFW,MSY,2025,7,B6,7364,10004,82,446.7
DFW,MSY,2025,8,B6,9205,12035,83,446.7
DFW,MSY,2025,9,B6,7839,10160,80,446.7
DFW,MSY,2025,10,B6,7664,10349,79,446.7
DFW,MSY,2025,11,B6,9731,13360,80,446.7
DFW,MSY,2025,12,B6,7014,9344,73,446.7
DFW,MSY,2026,1,B6,9149,10656,74,446.7
DFW,MSY,2026,2,B6,6521,8856,72,446.7
DFW,MSY,2026,3,B6,8890,10944,72,446.7
DFW,MSY,2026,4,B6,8973,11388,78,446.7
DFW,MSY,2026,5,B6,9195,11169,73,446.7
DFW,MVY,2024,6,B6,10360,12556,73,1561.4
DFW,MVY,2024,7,B6,12254,15204,84,1561.4
DFW,MVY,2024,8,B6,12462,14480,80,1561.4
DFW,MVY,2024,9,B6,12809,16192,92,1561.4
DFW,MVY,2024,10,B6,12950,14362,86,1561.4
DFW,MVY,2024,11,B6,9280,12450,83,1561.4
DFW,MVY,2024,12,B6,11584,13376,76,1561.4
DFW,MVY,2025,1,B6,11610,12870,78,1561.4
DFW,MVY,2025,2,B6,9358,13120,80,1561.4
DFW,MVY,2025,3,B6,10445,12782,77,1561.4
DFW,MVY,2025,4,B6,10470,12231,81,1561.4
DFW,MVY,2025,5,B6,14520,15604,83,1561.4
DFW,MVY,2025,6,B6,11875,13904,79,1561.4
DFW,MVY,2025,7,B6,13428,14615,79,1561.4
DFW,MVY,2025,8,B6,11132,13224,76,1561.4
DFW,MVY,2025,9,B6,11178,12960,80,1561.4
DFW,MVY,2025,10,B6,11951,14823,81,1561.4
DFW,MVY,2025,11,B6,9414,11400,75,1561.4
DFW,MVY,2025,12,B6,11418,14448,84,1561.4
DFW,MVY,2026,1,B6,12686,15416,82,1561.4
DFW,MVY,2026,2,B6,12826,16720,88,1561.4
DFW,MVY,2026,3,B6,12010,15228,81,1561.4
DFW,MVY,2026,4,B6,11019,13244,77,1561.4
DFW,MVY,2026,5,B6,11076,13200,80,1561.4
